孔洞,4,大范围混凝土空洞、孔洞,累计面积≥构件面积的10%，或单处面积≥1.0m^2
混凝土保护层厚度,1,完好,-
混凝土保护层厚度,2,承重构件混凝土保护层厚度符合要求，对钢筋耐久性有轻度影响,-
混凝土保护层厚度,3,承重构件混凝土保护层厚度不足，对钢筋耐久性有较大影响，造成钢筋锈蚀,-
混凝土保护层厚度,4,承重构件混凝土保护层厚度严重不足，对钢筋耐久性有很大影响，钢筋失去碱性保护，发生较严重锈蚀,-
钢筋锈蚀,1,完好,承重构件钢筋锈蚀电位水平为0~-200mV，或电阻率＞20000Ω*cm
钢筋锈蚀,2,承重构件有轻微锈蚀现象,承重构件钢筋锈蚀电位水平为-200~-300mV，或电阻率为15000~20000Ω*cm
钢筋锈蚀,3,承重构件钢筋发生锈蚀，混凝土表面有沿钢筋的裂缝或混凝土表面有锈迹,承重构件钢筋锈蚀电位水平为-300~-400mV，或电阻率为10000~15000Ω*cm
钢筋锈蚀,4,承重构件钢筋锈蚀引起混凝土剥落，钢筋裸露，表面膨胀性锈层显著,承重构件钢筋锈蚀电位水平为-400~-500mV，或电阻率为5000~10000Ω*cm
钢筋锈蚀,5,承重构件大量钢筋锈蚀引起混凝土剥落，部分钢筋屈服或锈断，混凝土表面严重开裂，影响结构安全,承重构件钢筋锈蚀电位水平＜-500mV，或电阻率＞5000Ω*cm
混凝土碳化,1,完好,-
混凝土碳化,2,承重构件有少量碳化现象，且所有碳化深度均小于混凝土保护层厚度,-
混凝土碳化,3,承重构件的主要受力部位部分位置出现碳化现象，局部碳化深度大于混凝土保护层厚度，混凝土表面少量胶凝料松散粉化,-
混凝土碳化,4,承重构件的主要受力部位全部测点碳化且碳化深度大于混凝土保护层厚度，混凝土表面胶凝料大量松散粉化,-
混凝土强度,1,承重构件混凝土强度处于良好状态,承重构件混凝土推定强度均质系数Kbt≥0.95，平均强度均质系数Kbm≥1.00
混凝土强度,2,承重构件混凝土强度处于较好状态,承重构件混凝土推定强度均质系数0.95>Kbt≥0.90，平均强度均质系数Kbm≥0.95
混凝土强度,3,承重构件混凝土强度处于较差状态，造成承重构件出现缺损现象,承重构件混凝土推定强度均质系数0.90>Kbt≥0.80，平均强度均质系数Kbm≥0.90
混凝土强度,4,承重构件混凝土强度处于很差状态，造成承重构件出现较严重缺损或变形现象,承重构件混凝土推定强度均质系数0.80>Kbt≥0.70，平均强度均质系数Kbm≥0.85
混凝土强度,5,承重构件混凝土强度处于非常差状态，造成承重构件有严重的变形、位移、失稳等现象，显著影响承载力和行车安全,承重构件混凝土推定强度均质系数Kbt＞0.70，平均强度均质系数Kbm＜0.85
